"country","year","suicides","population","suicide_per_100k","gdp_per_capita"
"Italy",2004,3986,54988156,7.24883373066738,32704
"Italy",2005,3742,55244690,6.77350167047729,33536
"Italy",2006,3700,56180672,6.58589487858031,34578
"Italy",2007,3757,56583578,6.63973564909593,38935
"Italy",2008,3904,57009825,6.84794243799205,41935
"Italy",2009,3974,57351830,6.92915988905672,38101
"Italy",2010,3989,57637843,6.92080028046851,36869
"Italy",2011,4153,56610149,7.336140380058,40210
"Italy",2012,4257,56795085,7.49536689662495,36497
"Italy",2013,4290,57503331,7.46043737883637,37050
"Italy",2014,4147,58100676,7.13761058477185,37035
"Italy",2015,3988,58117697,6.86193742329466,31537
"Jamaica",1985,8,2035000,0.393120393120393,1032
"Jamaica",1986,1,2052531,0.0487203360144134,1342
"Jamaica",1987,13,2070760,0.627788831153779,1587
"Jamaica",1988,5,2090603,0.23916544652428,1831
"Jamaica",1989,0,2111039,0,2087
"Jamaica",1990,3,2131041,0.140776268499761,2155
"Jamaica",1991,1,2154835,0.04640726552149,1889
"Jamaica",2000,3,2367841,0.126697696340253,3795
"Jamaica",2001,5,2391278,0.209093212917946,3838
"Jamaica",2002,2,2415717,0.0827911547586079,4013
"Jamaica",2003,2,2440426,0.0819529049436451,3852
"Jamaica",2004,1,2464408,0.0405776965502465,4119
"Jamaica",2005,51,2487169,2.05052410994187,4505
"Jamaica",2006,0,2512597,0,4738
"Jamaica",2009,36,2568883,1.40138729556776,4686
"Jamaica",2010,3,2586652,0.115980039062077,5100
"Jamaica",2011,50,2601037,1.92231021704036,5552
"Japan",1985,23257,112809200,20.6162263361499,12401
"Japan",1986,25484,113679000,22.4175089506417,18288
"Japan",1987,23663,114416000,20.6815480352398,22137
"Japan",1988,22676,115101000,19.7009582888072,26687
"Japan",1989,21013,115766000,18.1512706666897,26389
"Japan",1990,20002,116251400,17.2058142955698,26949
"Japan",1991,19780,116802000,16.9346415301108,30688
"Japan",1992,20756,117311000,17.6931404557117,33320
"Japan",1993,20353,117735000,17.2871278719157,37832
"Japan",1994,20744,118064000,17.5701314541266,41563
"Japan",1995,21249,118349500,17.9544484767574,46043
"Japan",1996,21967,118785000,18.4930757250495,40693
"Japan",1997,23280,119060000,19.553166470687,37080
"Japan",1998,31458,119338000,26.3604216594882,33791
"Japan",1999,31115,119540000,26.0289442864313,38164
"Japan",2000,29989,119752660,25.0424499965178,40813
"Japan",2001,29132,120066000,24.2633218396549,35843
"Japan",2002,29715,120189000,24.723560392382,34239
"Japan",2003,31881,120395000,26.4803355621081,36926
"Japan",2004,30034,120500000,24.9244813278008,39960
"Japan",2005,30369,120657507,25.1695901523972,39412
"Japan",2006,29769,120702000,24.663220162052,37534
"Japan",2007,30665,120704000,25.4051232767762,37408
"Japan",2008,30073,120602000,24.9357390424703,41773
"Japan",2009,30523,120496000,25.3311313238614,43415
"Japan",2010,29411,121127267,24.2810728983095,47059
"Japan",2011,28766,120927000,23.7879050997709,50919
"Japan",2012,26338,120735000,21.8147181844536,51379
"Japan",2013,25991,120514000,21.5667889207893,42781
"Japan",2014,24357,120274000,20.2512596238589,40328
"Japan",2015,23092,120376310,19.1831764904573,36510
"Kazakhstan",1990,3172,14773900,21.4702955888425,1823
"Kazakhstan",1991,3082,14952800,20.6115242630143,1664
"Kazakhstan",1992,3356,15150100,22.1516689658814,1644
"Kazakhstan",1993,4019,15331400,26.2141748307395,1527
"Kazakhstan",1994,4024,15229600,26.4222303934443,1395
"Kazakhstan",1995,4706,14989600,31.3951006030848,1359
"Kazakhstan",1996,4773,14487700,32.9451879870511,1452
"Kazakhstan",1997,4642,14394600,32.2482041876815,1540
"Kazakhstan",1998,4313,13844200,31.1538405975065,1599
"Kazakhstan",1999,3991,13773400,28.9761424194462,1225
"Kazakhstan",2000,4428,13772422,32.1512076815538,1328
"Kazakhstan",2001,4377,13772696,31.7802701809435,1608
"Kazakhstan",2002,4240,13777476,30.7748676172617,1788
"Kazakhstan",2003,4321,13811863,31.284700695337,2232
"Kazakhstan",2004,4394,13873328,31.6722851214936,3110
"Kazakhstan",2005,3903,13947770,27.9829678866227,4096
"Kazakhstan",2006,4076,14037676,29.0361452992646,5770
"Kazakhstan",2007,4141,14125606,29.3155564440917,7423
"Kazakhstan",2008,3997,14216053,28.11610226833,9387
"Kazakhstan",2009,3838,14370635,26.7072401463123,8024
"Kazakhstan",2010,3609,14713167,24.5290493882113,10062
"Kazakhstan",2011,3401,14853350,22.8971915426486,12969
"Kazakhstan",2012,3240,15023549,21.5661425938705,13845
"Kazakhstan",2013,3512,15215382,23.0819048775772,15552
"Kazakhstan",2014,3119,15428844,20.2153836022971,14351
"Kazakhstan",2015,2872,15646752,18.3552471465004,11784
"Kiribati",1991,10,61855,16.1668418074529,768
"Kiribati",1992,4,62856,6.36375206821942,759
"Kiribati",1993,12,63848,18.7946372635008,735
"Kiribati",1994,10,64871,15.415208644849,845
"Kiribati",1995,2,65923,3.03384251323514,855
"Kiribati",1996,6,67126,8.93841432529869,991
"Kiribati",1997,5,68328,7.31764430394567,988
"Kiribati",1998,4,69570,5.74960471467587,939
"Kiribati",1999,0,70938,0,973
"Kiribati",2000,0,72440,0,928
"Kiribati",2001,0,73851,0,854
"Kuwait",1985,17,1468000,1.15803814713896,14607
"Kuwait",1986,16,1535300,1.04214160099003,11661
"Kuwait",1987,16,1606300,0.996077943099047,13924
"Kuwait",1993,18,1273600,1.41331658291457,18798
"Kuwait",1994,30,1448000,2.07182320441989,17161
"Kuwait",1995,26,1511100,1.72060088677123,17995
"Kuwait",1996,30,1568700,1.91241155096577,20076
"Kuwait",1997,33,1617500,2.04018547140649,18766
"Kuwait",1998,35,1825766,1.91700360287134,14209
"Kuwait",1999,46,1898700,2.42271027545162,15864
"Kuwait",2000,34,1973153,1.72313044148122,19112
"Kuwait",2001,30,2038530,1.47164868802519,17116
"Kuwait",2002,45,2158603,2.08468162047398,17668
"Kuwait",2003,44,1950622,2.25569074889958,24544
"Kuwait",2004,45,1996086,2.2544118840571,29778
"Kuwait",2005,52,2062968,2.52064016504376,39166
"Kuwait",2006,45,2165713,2.07783764515428,46890
"Kuwait",2007,51,3074918,1.65858081418757,37283
"Kuwait",2008,47,3369394,1.39490958908338,43746
"Kuwait",2009,61,3165654,1.92693200204444,33453
"Kuwait",2010,39,3281614,1.18843959100613,35171
"Kuwait",2011,41,3333698,1.22986545271947,46203
"Kuwait",2012,56,3496698,1.60151091115103,49781
"Kuwait",2013,41,3574090,1.14714514743613,48729
"Kuwait",2014,68,3715284,1.83027730854492,43774
"Kyrgyzstan",1990,547,3737300,14.6362347149011,715
"Kyrgyzstan",1991,543,3796500,14.3026471750296,677
"Kyrgyzstan",1992,491,3839300,12.7887896231084,603
"Kyrgyzstan",1993,563,3841200,14.6568780589399,528
"Kyrgyzstan",1994,581,3851100,15.0865986341565,437
"Kyrgyzstan",1995,605,3905400,15.4913709223127,425
"Kyrgyzstan",1996,480,3978800,12.063938876043,459
"Kyrgyzstan",1997,496,4059900,12.2170496810266,435
"Kyrgyzstan",1998,509,4139700,12.2955769741769,398
"Kyrgyzstan",1999,556,4298100,12.935948442335,291
"Kyrgyzstan",2000,510,4369202,11.672612069664,313
"Kyrgyzstan",2001,560,4425784,12.6531254123563,345
"Kyrgyzstan",2002,567,4473163,12.675594428372,359
"Kyrgyzstan",2003,479,4520843,10.5953690495335,424
"Kyrgyzstan",2004,438,4572278,9.57947001472789,484
"Kyrgyzstan",2005,470,4614533,10.1852126748254,533
"Kyrgyzstan",2006,463,4646475,9.96454301379002,610
"Kyrgyzstan",2007,482,4668640,10.3242057644196,814
"Kyrgyzstan",2008,473,4690924,10.0833012856316,1096
"Kyrgyzstan",2009,458,4800134,9.54140030257489,977
"Kyrgyzstan",2010,500,4837556,10.3357976631175,991
"Kyrgyzstan",2011,471,4870538,9.67038959556419,1273
"Kyrgyzstan",2012,524,4932360,10.6237176524017,1339
"Kyrgyzstan",2013,446,5012200,8.89828817684849,1463
"Kyrgyzstan",2014,461,5096430,9.04554756957321,1465
"Kyrgyzstan",2015,417,5195827,8.0256713705056,1285
"Latvia",1995,1024,2374700,43.121236366699,2438
"Latvia",1996,922,2363400,39.011593467039,2526
"Latvia",1997,886,2354700,37.626873911751,2771
"Latvia",1998,839,2344100,35.7919883963995,3061
"Latvia",1999,763,2333400,32.6990657409788,3228
"Latvia",2000,770,2272107,33.8892490538518,3494
"Latvia",2001,708,2242227,31.5757503589066,3724
"Latvia",2002,670,2214484,30.25535519787,4311
"Latvia",2003,604,2190211,27.5772516894491,5364
"Latvia",2004,563,2163477,26.0229251339395,6644
"Latvia",2005,564,2137831,26.3818795779461,7916
"Latvia",2006,487,2115215,23.0236642610798,10139
"Latvia",2007,453,2093878,21.6344982850004,14758
"Latvia",2008,527,2067529,25.4893643571626,17217
"Latvia",2009,516,2030316,25.4147630221108,12890
"Latvia",2010,438,1987906,22.0332349718749,11951
"Latvia",2011,440,1953611,22.5223957072314,14447
"Latvia",2012,444,1931521,22.9870656337674,14558
"Latvia",2013,383,1912464,20.0265207606522,15820
"Latvia",2014,382,1894041,20.1685179993464,16544
"Latvia",2015,387,1875522,20.6342554232902,14382
"Lithuania",1995,1694,3387149,50.0125621872554,2324
"Lithuania",1996,1722,3375163,51.0197581568653,2484
"Lithuania",1997,1632,3364273,48.5097374677976,3008
"Lithuania",1998,1553,3350973,46.3447482268583,3354
"Lithuania",1999,1550,3333452,46.4983446589301,3292
"Lithuania",2000,1631,3315125,49.198748161834,3481
"Lithuania",2001,1533,3294138,46.5372124665087,3719
"Lithuania",2002,1551,3274488,47.3661836598577,4360
"Lithuania",2003,1455,3254127,44.7124528329718,5778
"Lithuania",2004,1380,3222969,42.8176628444146,7028
"Lithuania",2005,1319,3174728,41.5468663772141,8229
"Lithuania",2006,1049,3125767,33.5597630917468,9667
"Lithuania",2007,1025,3087867,33.1944348639368,12869
"Lithuania",2008,1111,3053756,36.3814266758706,15669
"Lithuania",2009,1138,3016497,37.7258787262179,12412
"Lithuania",2010,1018,2949737,34.5115513688169,12584
"Lithuania",2011,1018,2879805,35.3496156857843,15097
"Lithuania",2012,927,2837770,32.6664951705036,15099
"Lithuania",2013,1085,2806627,38.6585036059298,16538
"Lithuania",2014,930,2781577,33.434271278487,17442
"Lithuania",2015,896,2753926,32.5353695052082,15073
"Luxembourg",1985,55,344800,15.9512761020882,13743
"Luxembourg",1986,51,346000,14.7398843930636,20004
"Luxembourg",1987,74,349400,21.1791642816256,24654
"Luxembourg",1988,69,352300,19.5855804711893,27676
"Luxembourg",1989,73,355400,20.5402363534046,29239
"Luxembourg",1990,68,358800,18.9520624303233,36871
"Luxembourg",1991,77,362900,21.2179663819234,39465
"Luxembourg",1992,59,367300,16.0631636264634,43740
"Luxembourg",1993,64,372000,17.2043010752688,44320
"Luxembourg",1994,74,377000,19.6286472148541,48610
"Luxembourg",1995,63,382100,16.4878304108872,56499
"Luxembourg",1996,72,387700,18.5710600980139,56169
"Luxembourg",1997,81,392600,20.6316861946001,50260
"Luxembourg",1998,64,397915,16.0838370003644,50788
"Luxembourg",1999,70,403890,17.3314516328703,55054
"Luxembourg",2000,62,410164,15.1159048575692,51841
"Luxembourg",2001,73,413930,17.6358321455319,51391
"Luxembourg",2002,85,418106,20.3297728327266,56484
"Luxembourg",2003,48,423654,11.330000424875,69768
"Luxembourg",2004,62,430128,14.4143138786594,80639
"Luxembourg",2005,49,437338,11.2041487362178,85397
"Luxembourg",2006,65,444821,14.6126194581641,95351
"Luxembourg",2007,78,452012,17.2561790394945,112581
"Luxembourg",2008,43,460371,9.34029293765246,121315
"Luxembourg",2009,48,469209,10.2299828008414,109483
"Luxembourg",2010,54,477979,11.2975674663531,111328
"Luxembourg",2011,55,488918,11.2493301535227,122729
"Luxembourg",2012,51,501044,10.1787467767302,113120
"Luxembourg",2013,40,512689,7.80200082311109,120423
"Luxembourg",2014,67,524940,12.7633634320113,126352
"Luxembourg",2015,64,537748,11.9014854541532,107456
"Maldives",2000,0,247387,0,2524
"Maldives",2001,3,255503,1.17415451090594,3406
"Maldives",2002,3,263747,1.13745369615579,3401
"Maldives",2003,4,272110,1.46999375252655,3867
"Maldives",2004,1,280526,0.356473196780334,4373
"Maldives",2005,1,288936,0.346097405653847,4026
"Maldives",2007,5,305536,1.63646837033934,6115
"Maldives",2008,0,313924,0,7236
"Maldives",2010,1,331559,0.301605445787929,7806
"Maldives",2011,2,341018,0.586479306077685,8135
"Malta",1985,2,307200,0.651041666666667,3639
"Malta",1986,1,315800,0.316656111462951,4544
"Malta",1987,1,317400,0.315059861373661,5517
"Malta",1988,9,320800,2.80548628428928,6295
"Malta",1989,23,324000,7.09876543209876,6539
"Malta",1990,8,327400,2.44349419670128,7780
"Malta",1991,10,330800,3.0229746070133,8313
"Malta",1992,18,334300,5.38438528268023,9040
"Malta",1993,16,337700,4.73793307669529,8022
"Malta",1994,15,341700,4.38981562774364,8775
"Malta",1995,17,344900,4.92896491736735,9974
"Malta",1996,10,348200,2.87191269385411,10254
"Malta",1997,15,350400,4.28082191780822,10575
"Malta",1998,12,353400,3.3955857385399,11103
"Malta",1999,27,355600,7.59280089988751,11607
"Malta",2000,23,362676,6.34174855794152,11873
"Malta",2001,30,370541,8.09627004838871,11691
"Malta",2002,19,374456,5.07402738906574,12524
"Malta",2003,20,377785,5.29401643792104,14444
"Malta",2004,24,380918,6.30056862631852,15916
"Malta",2005,19,384111,4.94648682281944,16648
"Malta",2006,26,386038,6.73508825556033,17504
"Malta",2007,26,387581,6.70827517344761,20333
"Malta",2008,14,390195,3.58794961493612,23007
"Malta",2009,36,393102,9.1579284765786,21695
"Malta",2010,31,394949,7.84911469582149,22132
"Malta",2011,20,396423,5.04511594937731,23984
"Malta",2012,25,399138,6.26349783784055,23074
"Malta",2013,22,402728,5.462744085338,25191
"Malta",2014,32,406525,7.87159461287744,27634
"Malta",2015,34,410637,8.27981891548984,25750
"Mauritius",1985,104,883400,11.7726964002717,1223
"Mauritius",1986,28,898100,3.11769290724864,1636
"Mauritius",1987,140,911300,15.3626687150225,2073
"Mauritius",1988,167,925000,18.0540540540541,2317
"Mauritius",1989,144,932900,15.4357380212241,2349
"Mauritius",1990,147,941100,15.620019126554,2820
"Mauritius",1991,137,938100,14.603986781793,3045
"Mauritius",1992,146,948300,15.3959717389012,3400
"Mauritius",1993,138,958300,14.4005008869874,3405
"Mauritius",1994,129,972800,13.2606907894737,3658
"Mauritius",1995,147,981900,14.9709746410021,4115
"Mauritius",1996,153,995000,15.3768844221106,4444
"Mauritius",1997,122,1011700,12.0589107442918,4139
"Mauritius",1998,155,1026300,15.1027964532788,4063
"Mauritius",1999,174,1042400,16.6922486569455,4117
"Mauritius",2000,137,1056073,12.972588069196,4339
"Mauritius",2001,113,1068947,10.5711508615488,4244
"Mauritius",2002,131,1079755,12.1323818829271,4415
"Mauritius",2003,88,1092234,8.05688158398292,5136
"Mauritius",2004,97,1103091,8.79347216140826,5789
"Mauritius",2005,102,1113942,9.15667063455728,5641
"Mauritius",2006,118,1125301,10.4860832790516,6246
"Mauritius",2007,127,1135233,11.1871307476086,7179
"Mauritius",2008,84,1146258,7.3281931292955,8716
"Mauritius",2009,115,1159551,9.91763191097244,7873
"Mauritius",2010,98,1164931,8.41251541936819,8587
"Mauritius",2011,118,1173352,10.0566581895288,9817
"Mauritius",2012,115,1180547,9.74124706597874,9884
"Mauritius",2013,98,1147390,8.54112376785574,10572
"Mauritius",2014,120,1151424,10.4218776054694,11120
"Mauritius",2015,104,1154848,9.00551414558453,10125
"Mexico",1985,1544,67566000,2.28517301601397,2730
"Mexico",1986,1714,69123500,2.47961981091814,1873
"Mexico",1987,1701,67948100,2.5033812571654,2064
"Mexico",1988,1703,69646000,2.44522298480889,2630
"Mexico",1989,1865,71359000,2.61354559340798,3125
"Mexico",1990,1926,73076900,2.63557977965677,3595
"Mexico",1991,2103,74796300,2.81163640447455,4204
"Mexico",1992,2237,75285800,2.97134386564266,4830
"Mexico",1993,2342,76826800,3.04841539671052,6518
"Mexico",1994,2588,78374100,3.30211128421251,6735
"Mexico",1995,2877,79927100,3.59953007177791,4505
"Mexico",1996,3008,83802294,3.5894005479134,4904
"Mexico",1997,3350,85340880,3.92543409442227,5864
"Mexico",1998,3312,86825678,3.81453974940455,6064
"Mexico",1999,3327,88271977,3.76903306470637,6800
"Mexico",2000,3456,89694793,3.85306647622232,7892
"Mexico",2001,3760,91052714,4.12947603077488,8311
"Mexico",2002,3826,92394316,4.14094737169763,8357
"Mexico",2003,4070,93758859,4.34092313346091,7779
"Mexico",2004,4056,95193068,4.26081445342218,8217
"Mexico",2005,4274,96730008,4.41848407579993,9071
"Mexico",2006,4230,98468839,4.29577523504669,9906
"Mexico",2007,4285,100294297,4.27242637734427,10496
"Mexico",2008,4642,102170587,4.54338194220221,10864
"Mexico",2009,5023,104044342,4.82774930711754,8651
"Mexico",2010,4858,105875861,4.58839243819703,9991
"Mexico",2011,5558,107655100,5.16278374178279,10965
"Mexico",2012,5381,109368765,4.92005189964429,10982
"Mexico",2013,5711,111036708,5.14334412724124,11478
"Mexico",2014,6178,112692589,5.48217061549629,11663
"Mexico",2015,6234,114357884,5.45130758103219,10228
"Montenegro",2000,0,578668,0,1701
"Montenegro",2001,0,578668,0,2004
"Montenegro",2002,0,578668,0,2220
"Montenegro",2003,0,579688,0,2946
"Montenegro",2004,0,581623,0,3565
"Montenegro",2005,118,583232,20.2320860309448,3870
"Montenegro",2006,0,584885,0,4654
"Montenegro",2007,121,587244,20.6047230793333,6268
"Montenegro",2008,126,589953,21.3576335742,7705
"Montenegro",2009,107,592234,18.0671829040548,7023
"Netherlands",1985,1638,13618300,12.0279330019165,10428
"Netherlands",1986,1604,13695500,11.7118761637034,14479
"Netherlands",1987,1616,13777000,11.7296944182333,17560
"Netherlands",1988,1523,13855700,10.991866163384,18661
"Netherlands",1989,1520,13929300,10.9122497182199,18310
"Netherlands",1990,1450,14014300,10.3465745702604,22425
"Netherlands",1991,1611,14114800,11.4135517329328,22906
"Netherlands",1992,1587,14216900,11.1627710682357,25205
"Netherlands",1993,1555,14313600,10.8637938743573,24385
"Netherlands",1994,1584,14397700,11.0017572251123,25997
"Netherlands",1995,1511,14474000,10.4394085947216,30850
"Netherlands",1996,1577,14553700,10.8357324941424,30625
"Netherlands",1997,1572,14639900,10.7377782635127,28156
"Netherlands",1998,1519,14734600,10.3090684511286,29351
"Netherlands",1999,1519,14832000,10.2413700107875,29799
"Netherlands",2000,1501,14933235,10.0514054724244,27644
"Netherlands",2001,1474,15038337,9.80161569726759,28366
"Netherlands",2002,1570,15130318,10.3765168716216,30757
"Netherlands",2003,1502,15203397,9.87937103793317,37614
"Netherlands",2004,1514,15265861,9.91755394602374,42614
"Netherlands",2005,1574,15320595,10.2737524228008,44289
"Netherlands",2006,1525,15368697,9.9227670374398,47281
"Netherlands",2007,1354,15425404,8.77772796096621,54418
"Netherlands",2008,1439,15506963,9.27970228599888,60375
"Netherlands",2009,1530,15602176,9.80632445115348,54988
"Netherlands",2010,1604,15691409,10.2221540462045,53302
"Netherlands",2011,1650,15772162,10.4614700254791,56667
"Netherlands",2012,1756,15839503,11.086206429583,52334
"Netherlands",2013,1856,15899508,11.6733171869218,54510
"Netherlands",2014,1839,15899508,11.5663956394122,55325
"Netherlands",2015,1873,16057342,11.6644460832932,47206
"New Zealand",1985,338,3025800,11.1705995108732,8246
"New Zealand",1986,414,3026100,13.6809755130366,10114
"New Zealand",1987,463,3047100,15.1947753601785,13238
"New Zealand",1988,484,3055200,15.8418434145064,14890
"New Zealand",1989,465,3063800,15.1772308897448,14417
"New Zealand",1990,455,3089400,14.7277788567359,14734
"New Zealand",1991,474,3203900,14.794469240613,13345
"New Zealand",1992,493,3235600,15.2367412535542,12868
"New Zealand",1993,443,3273200,13.534156177441,14271
"New Zealand",1994,512,3319500,15.424009640006,16615
"New Zealand",1995,545,3373800,16.1538917541052,18945
"New Zealand",1996,540,3432500,15.7319737800437,20434
"New Zealand",1997,562,3470200,16.195031986629,19041
"New Zealand",1998,574,3502800,16.3868904876099,16052
"New Zealand",1999,516,3549300,14.5380779308596,16556
"New Zealand",2000,458,3573690,12.8158849816296,14725
"New Zealand",2001,508,3599090,14.1146789882998,14968
"New Zealand",2002,467,3659190,12.7623873042941,18208
"New Zealand",2003,519,3729420,13.9163730553276,23663
"New Zealand",2004,495,3802510,13.0177172446621,27325
"New Zealand",2005,514,3849280,13.353146562474,29803
"New Zealand",2006,527,3898600,13.5176730108244,28628
"New Zealand",2007,494,3935450,12.552567050782,34892
"New Zealand",2008,520,3968450,13.1033526943769,33585
"New Zealand",2009,512,4009980,12.7681434820124,30259
"New Zealand",2010,536,4055470,13.2167171745815,36145
"New Zealand",2011,493,4090460,12.0524342005545,41184
"New Zealand",2012,549,4120870,13.3224294869773,42756
"New Zealand",2013,513,4129770,12.4219992880959,46198
"Nicaragua",2010,351,5107427,6.87234492044624,1715
"Nicaragua",2011,369,5177921,7.12641231876655,1888
"Nicaragua",2012,316,5251443,6.01739369540905,2006
"Nicaragua",2013,351,5326935,6.58915492680125,2062
"Nicaragua",2014,311,5402424,5.7566751517467,2199
"Nicaragua",2015,315,5476483,5.75186666333119,2303
"Norway",1986,579,3911700,14.8017486003528,20117
"Norway",1987,649,3929500,16.5160961954447,23980
"Norway",1988,708,3946600,17.9394922211524,25820
"Norway",1989,660,3955800,16.6843622023358,25945
"Norway",1990,659,3961300,16.6359528437634,30240
"Norway",1991,675,3972600,16.9913910285455,30678
"Norway",1992,616,3989800,15.439370394506,32793
"Norway",1993,590,4010500,14.7113826206209,30066
"Norway",1994,531,4033300,13.165398061141,31520
"Norway",1995,548,4055900,13.5111812421411,37483
"Norway",1996,517,4078000,12.6777832270721,40098
"Norway",1997,533,4102100,12.9933448721387,39335
"Norway",1998,548,4129400,13.2706930788977,37334
"Norway",1999,583,4159745,14.0152821867687,39013
"Norway",2000,541,4168315,12.9788655607842,41099
"Norway",2001,549,4215103,13.0245927560964,41281
"Norway",2002,494,4243689,11.6408153377875,46049
"Norway",2003,502,4273124,11.7478453702724,53533
"Norway",2004,529,4301960,12.2967205645799,61450
"Norway",2005,533,4335092,12.2950101174323,71215
"Norway",2006,532,4372103,12.1680573399117,79007
"Norway",2007,485,4417369,10.9793861459163,90797
"Norway",2008,505,4472089,11.2922618489927,103431
"Norway",2009,573,4527536,12.6558905329521,85394
"Norway",2010,548,4582885,11.9575333005301,93638
"Norway",2011,598,4643300,12.8787715633278,107430
"Norway",2012,515,4706585,10.9421162052741,108408
"Norway",2013,554,4767605,11.6200901710607,109804
"Norway",2014,548,4827178,11.3523884969645,103443
"Norway",2015,590,4882909,12.0829612020212,79187
"Panama",1985,56,1899700,2.94783386850555,3443
"Panama",1986,82,1939900,4.22702201144389,3504
"Panama",1987,85,1980800,4.29119547657512,3447
"Panama",1988,87,2064310,4.21448328981597,2859
"Panama",1989,70,2112479,3.31364240780618,2802
"Panama",1996,113,2472851,4.56962429196098,3992
"Panama",1997,145,2526210,5.73982368845029,4227
"Panama",1998,148,2579433,5.7376950670942,4488
"Panama",1999,143,2633348,5.43034950185088,4606
"Panama",2000,143,2688510,5.31893130395647,4577
"Panama",2001,162,2742982,5.90598115481618,4558
"Panama",2002,160,2800046,5.71419183827694,4641
"Panama",2003,195,2858964,6.82065251608625,4790
"Panama",2004,186,2918453,6.37323952107503,5144
"Panama",2005,172,2977595,5.77647396640577,5499
"Panama",2006,185,3037959,6.08961477096959,5972
"Panama",2007,171,3097138,5.52122637092697,6876
"Panama",2008,186,3155636,5.89421593618529,7972
"Panama",2009,177,3214513,5.50627731167987,8436
"Panama",2010,151,3274415,4.61151075841028,8991
"Panama",2011,144,3334191,4.31888874992464,10403
"Panama",2012,135,3395244,3.97615016770518,11908
"Panama",2013,130,3457387,3.76006504334053,13189
"Panama",2014,147,3520213,4.17588367522079,14181
"Panama",2015,110,3583382,3.06972575070143,15158
"Paraguay",1985,63,3077314,2.04723989817094,964
"Paraguay",1986,56,3167535,1.76793626589761,1086
"Paraguay",1987,62,3261975,1.90068899976241,1158
"Paraguay",1989,67,3459176,1.9368774528963,1330
"Paraguay",1990,99,3560229,2.78072000424692,1600
"Paraguay",1991,75,3662812,2.04760713899594,1907
"Paraguay",1994,108,3972517,2.7186793662557,1981
"Paraguay",1995,118,4076758,2.89445682083656,2223
"Paraguay",1996,99,4181422,2.36761561019194,2341
"Paraguay",1997,126,4284973,2.94050860997257,2326
"Paraguay",1998,138,4388094,3.14487337782646,2057
"Paraguay",1999,161,4492220,3.58397407072672,1868
"Paraguay",2000,154,4598158,3.34916721000018,1782
"Paraguay",2001,152,4701314,3.23313865017312,1630
"Paraguay",2002,177,4809921,3.67989411884312,1315
"Paraguay",2003,174,4920489,3.53623389870397,1339
"Paraguay",2004,234,5027301,4.65458503479302,1598
"Paraguay",2005,239,5126457,4.66208923628931,1704
"Paraguay",2006,251,5223460,4.8052440336482,2038
"Paraguay",2007,227,5307169,4.27723330461118,2599
"Paraguay",2008,222,5382169,4.12473112605717,3438
"Paraguay",2009,283,5456220,5.18674100384515,2920
"Paraguay",2010,223,5534703,4.02912315258831,3619
"Paraguay",2011,298,5610499,5.31147051269415,4474
"Paraguay",2012,275,5695283,4.828557246409,4319
"Paraguay",2013,323,5786207,5.58224066301119,5006
"Paraguay",2014,379,5877594,6.448216736304,5254
"Philippines",1992,347,55304684,0.627433292991964,958
"Philippines",1993,846,56781569,1.48992008304667,957
"Philippines",1997,814,62772694,1.29674217901179,1312
"Philippines",1998,883,64252614,1.37426315449205,1124
"Philippines",1999,1043,65740201,1.58654823705209,1262
"Philippines",2000,1403,67243482,2.08644757569217,1205
"Philippines",2001,1204,68738092,1.75157611299423,1109
"Philippines",2002,1301,70256443,1.85178745812679,1158
"Philippines",2003,1544,71781489,2.15097237673629,1169
"Philippines",2006,1788,76435755,2.33921938757588,1599
"Philippines",2007,1698,78008654,2.17668157689274,1915
"Philippines",2008,1820,79595888,2.28655028008482,2188
"Philippines",2009,2074,81193855,2.55438050083963,2073
"Philippines",2010,2116,82760992,2.55676007363469,2412
"Philippines",2011,2449,84201767,2.9084900320441,2662
"Poland",1990,4970,35164800,14.1334516334516,1876
"Poland",1991,5316,35396300,15.0185188847422,2416
"Poland",1992,5713,35605400,16.0453189684711,2650
"Poland",1993,5624,35792600,15.712745092561,2683
"Poland",1994,5519,35960000,15.3476084538376,3081
"Poland",1995,5499,36104900,15.2306196665827,3937
"Poland",1996,5446,36243300,15.0262255368578,4413
"Poland",1999,5779,36575200,15.8003237166167,4640
"Poland",2000,5841,36233344,16.1205104337044,4744
"Poland",2001,5855,36295390,16.1315252432885,5249
"Poland",2002,5925,36347498,16.3009844584076,5466
"Poland",2003,5836,36353775,16.0533534687938,5983
"Poland",2004,6072,36371596,16.6943457746534,7014
"Poland",2005,6045,36371365,16.620217580506,8417
"Poland",2006,5805,36348232,15.9705154297463,9485
"Poland",2007,5284,36310843,14.5521270326883,11816
"Poland",2008,5682,36262711,15.6689884548345,14721
"Poland",2009,6477,36223402,17.8807059590924,12141
"Poland",2010,6357,36027791,17.6447121057186,13304
"Poland",2011,6113,36008237,16.9766711988704,14686
"Poland",2012,6368,36013446,17.6822845556074,13894
"Poland",2013,6218,36023694,17.2608616984144,14552
"Poland",2014,5934,36059630,16.4560756724348,15119
"Poland",2015,5420,36086575,15.019435898253,13228
"Portugal",1985,983,9313930,10.5540840440072,2912
"Portugal",1986,941,9349248,10.0649806273189,4145
"Portugal",1987,960,9378989,10.2356448013746,5138
"Portugal",1988,819,9400481,8.71232014617124,5995
"Portugal",1989,747,9415270,7.9339201106288,6436
"Portugal",1990,870,9420814,9.23487078717402,8356
